Rk,Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
1,2012,Craig Anderson\andercr01,30,OTT,63,60,33,22,6,165,1917,1752,0.914,2.83,3,11.7,3492,34,0.567,9,100,0.75,0,4,4,4
2,2012,Alex Auld\auldal01,31,OTT,14,8,2,4,2,36,310,274,0.884,3.35,0,0.8,645,2,0.25,2,,,0,0,0,0
3,2012,Richard Bachman\bachmri01,24,DAL,18,15,8,5,1,43,477,434,0.91,2.77,1,2.7,933,9,0.6,2,104,-1.76,0,1,1,0
4,2012,Niklas Backstrom\backsni01,33,MIN,46,45,19,18,7,105,1299,1194,0.919,2.43,4,8.8,2590,24,0.533,8,93,7.31,0,2,2,2
5,2012,Jonathan Bernier\bernijo01,23,LAK,16,13,5,6,2,35,383,348,0.909,2.36,1,2.1,890,6,0.462,1,106,-1.88,0,0,0,0
6,2012,Martin Biron\bironma01,34,NYR,21,20,12,6,2,50,519,469,0.904,2.46,2,2.5,1220,7,0.35,4,111,-5.13,0,3,3,0
7,2012,Ben Bishop\bishobe01,25,OTT,10,9,3,3,2,22,243,221,0.909,2.48,0,1.4,532,5,0.556,1,,,0,0,0,2
8,2012,Sergei Bobrovsky\bobrose01,23,PHI,29,25,14,10,2,78,769,691,0.899,3.02,0,3.3,1550,11,0.44,5,117,-11.51,0,0,0,0
9,2012,Brian Boucher\bouchbr01,35,CAR,10,8,1,6,1,31,260,229,0.881,3.4,0,0.6,546,2,0.25,2,,,0,0,0,0
10,2012,Martin Brodeur*\brodema01,39,NJD,59,59,31,21,4,136,1472,1336,0.908,2.41,3,7.9,3392,29,0.492,11,107,-8.73,0,4,4,2
11,2012,Ilya Bryzgalov\bryzgil01,31,PHI,59,57,33,16,7,141,1554,1413,0.909,2.48,6,8.6,3415,32,0.561,14,105,-6.64,0,2,2,4
12,2012,Peter Budaj\budajpe01,29,MTL,17,17,5,7,5,44,508,464,0.913,2.55,0,3.1,1037,8,0.471,0,100,-0.08,0,3,3,2
13,2012,Sebastien Caron\caronse01,31,TBL,3,2,1,1,0,7,57,50,0.877,3.12,0,0.1,135,1,0.5,1,,,0,0,0,0
14,2012,Scott Clemmensen\clemmsc01,34,FLA,30,25,14,6,6,67,773,706,0.913,2.57,1,4.7,1566,16,0.64,5,100,-0.16,0,1,1,0
15,2012,Ty Conklin\conklty01,35,DET,15,13,5,6,1,44,378,334,0.884,3.28,1,0.9,805,5,0.385,4,135,-11.32,0,1,1,0
16,2012,Corey Crawford\crawfco01,27,CHI,57,55,30,17,7,146,1507,1361,0.903,2.72,0,7.3,3218,27,0.491,13,112,-15.7,0,0,0,0
17,2012,Yann Danis\danisya01,30,EDM,1,0,0,0,0,2,12,10,0.833,3.7,0,0,32,0,,0,,,0,0,0,0
18,2012,Jeff Deslauriers\drouije01,27,ANA,4,4,3,1,0,11,113,102,0.903,2.74,0,0.5,241,2,0.5,0,,,0,0,0,0
19,2012,Rick DiPietro\dipieri01,30,NYI,8,6,3,2,3,22,177,155,0.876,3.73,0,0.3,354,1,0.167,2,,,0,2,2,0
20,2012,Devan Dubnyk\dubnyde01,25,EDM,47,42,20,20,3,118,1380,1262,0.914,2.67,2,8.5,2653,23,0.548,6,99,1.32,0,1,1,0
21,2012,Brian Elliott\elliobr01,26,STL,38,36,23,10,4,58,972,914,0.94,1.56,9,9,2235,28,0.778,1,69,26.04,0,0,0,0
22,2012,Dan Ellis\ellisda01,31,ANA,10,5,1,5,0,19,214,195,0.911,2.72,0,1.2,419,1,0.2,1,,,0,1,1,0
23,2012,Ray Emery\emeryra01,29,CHI,34,27,15,9,4,83,834,751,0.9,2.81,0,3.8,1774,12,0.444,5,115,-10.89,0,1,1,2
24,2012,Jhonas Enroth\enrotjh01,23,BUF,26,22,8,11,4,63,756,693,0.917,2.7,1,4.9,1399,15,0.682,4,96,2.37,0,0,0,2
25,2012,Marc-Andre Fleury\fleurma01,27,PIT,67,64,42,17,4,153,1768,1615,0.913,2.36,3,10.7,3896,36,0.563,7,100,-0.13,0,2,2,4
26,2012,Brian Foster\fostebr01,24,FLA,1,0,0,0,0,0,1,1,1,0,0,0,5,0,,0,,,0,0,0,0
27,2012,Mathieu Garon\garonma01,34,TBL,48,44,23,16,4,118,1191,1073,0.901,2.85,1,5.4,2484,20,0.455,7,115,-15.02,0,2,2,0
28,2012,Jean-Sebastien Giguere\gigueje01,34,COL,32,30,15,11,3,69,850,781,0.919,2.28,2,5.7,1820,19,0.633,4,94,4.49,0,0,0,2
29,2012,Thomas Greiss\greisth01,26,SJS,19,14,9,7,1,40,472,432,0.915,2.3,0,3,1043,7,0.5,2,98,0.81,0,0,0,2
30,2012,Jonas Gustavsson\gustajo01,27,TOR,42,36,17,17,4,112,1147,1035,0.902,2.92,4,5.4,2301,14,0.389,2,113,-12.83,0,1,1,4
31,2012,Matt Hackett\hackema01,21,MIN,12,7,3,6,0,22,282,260,0.922,2.38,0,2,556,3,0.429,2,,,0,0,0,0
32,2012,Jaroslav Halak\halakja01,26,STL,46,46,26,12,7,90,1211,1121,0.926,1.97,6,9.1,2747,29,0.63,5,86,14.71,0,0,0,0
33,2012,Josh Harding\hardijo01,27,MIN,34,30,13,12,4,81,981,900,0.917,2.62,2,6.4,1855,18,0.6,4,95,3.82,0,0,0,0
34,2012,Johan Hedberg\hedbejo01,38,NJD,27,23,17,7,2,59,718,659,0.918,2.22,4,4.7,1591,12,0.522,1,95,3.08,0,0,0,2
35,2012,Jonas Hiller\hillejo01,29,ANA,73,72,29,30,12,182,2021,1839,0.91,2.57,4,11.4,4253,39,0.542,14,104,-7.26,0,1,1,0
36,2012,Braden Holtby\holtbbr01,22,WSH,7,6,4,2,1,15,192,177,0.922,2.5,1,1.4,361,3,0.5,1,,,0,0,0,0
37,2012,Jimmy Howard\howarja02,27,DET,57,57,35,17,4,119,1496,1377,0.92,2.12,6,10.3,3360,35,0.614,8,92,10.35,0,1,1,6
38,2012,Shawn Hunwick\hunwish01,24,CBJ,1,0,0,0,0,0,0,0,,0,0,0,3,0,,0,,,0,0,0,0
39,2012,Leland Irving\irvinle01,23,CGY,7,7,1,3,3,21,239,218,0.912,3.19,0,1.4,394,5,0.714,1,,,0,0,0,0
40,2012,Brent Johnson\johnsbr02,34,PIT,16,14,6,7,2,42,359,317,0.883,3.11,0,0.9,811,4,0.286,5,135,-10.96,0,1,1,0
41,2012,Henrik Karlsson\karlshe01,28,CGY,9,7,1,4,2,24,239,215,0.9,3.17,0,1.1,454,2,0.286,1,,,0,0,0,0
42,2012,Nikolai Khabibulin\khabini01,39,EDM,40,40,12,20,7,100,1114,1014,0.91,2.65,2,6.3,2261,20,0.5,6,104,-3.68,0,0,0,0
43,2012,Anton Khudobin\khudoan01,25,BOS,1,1,1,0,0,1,45,44,0.978,1,0,0.6,60,1,1,0,,,0,0,0,0
44,2012,Miikka Kiprusoff\kiprumi01,35,CGY,70,68,35,22,11,162,2040,1878,0.921,2.35,4,14.1,4128,40,0.588,6,92,14.38,0,0,0,0
45,2012,Jason LaBarbera\labarja01,32,PHX,19,14,3,9,3,43,486,443,0.912,2.54,0,2.8,1015,8,0.571,1,102,-0.98,0,0,0,2
46,2012,Robin Lehner\lehnero01,20,OTT,5,5,3,2,0,10,154,144,0.935,2.01,1,1.3,299,4,0.8,0,,,0,0,0,0
47,2012,Kari Lehtonen\lehtoka01,28,DAL,59,59,32,22,4,136,1739,1603,0.922,2.33,4,12.3,3497,36,0.61,7,90,14.36,0,3,3,0
48,2012,Anders Lindback\lindban01,23,NSH,16,10,5,8,0,32,364,332,0.912,2.42,0,2.1,792,5,0.5,2,102,-0.53,0,1,1,0
49,2012,Henrik Lundqvist\lundqhe01,29,NYR,62,62,39,18,5,123,1753,1630,0.93,1.97,8,14.1,3754,40,0.645,3,81,28.57,0,2,2,4
50,2012,Roberto Luongo\luongro01,32,VAN,55,54,31,14,8,127,1577,1450,0.919,2.41,5,10.7,3162,32,0.593,7,93,9.35,0,1,1,4
51,2012,Joey MacDonald\macdojo01,31,DET,14,12,8,5,1,29,330,301,0.912,2.16,0,1.9,806,5,0.417,1,102,-0.47,0,0,0,0
52,2012,Drew MacIntyre\macindr01,28,BUF,2,0,0,0,0,1,18,17,0.944,1.38,0,0.2,43,0,,0,,,0,0,0,0
53,2012,Peter Mannino\mannipe01,27,WPG,1,0,0,0,0,0,4,4,1,0,0,0.1,20,0,,0,,,0,0,0,0
54,2012,Jacob Markstrom\marksja02,22,FLA,7,6,2,4,1,17,222,205,0.923,2.66,0,1.6,383,3,0.5,0,,,0,0,0,0
55,2012,Chris Mason\masonch02,35,WPG,20,15,8,7,1,43,422,379,0.898,2.59,2,1.8,995,6,0.4,3,118,-6.51,0,0,0,0
56,2012,Steve Mason\masonst01,23,CBJ,46,45,16,26,3,143,1355,1212,0.894,3.39,1,5.1,2534,19,0.422,15,122,-25.84,0,2,2,2
57,2012,Curtis McElhinney\mcelhcu01,28,PHX,2,1,1,0,0,2,36,34,0.944,1.67,0,0.4,72,1,1,0,,,0,0,0,0
58,2012,Ryan Miller\millery01,31,BUF,61,60,31,21,7,150,1788,1638,0.916,2.54,6,11.4,3536,33,0.55,7,97,4.59,0,0,0,0
59,2012,Al Montoya\montoal01,26,NYI,31,26,9,11,5,89,832,743,0.893,3.11,0,3,1720,13,0.5,8,124,-17.06,0,0,0,2
60,2012,Mike Murphy\murphmi02,23,CAR,2,0,0,1,0,0,9,9,1,0,0,0.1,36,0,,0,,,0,0,0,0
61,2012,Evgeni Nabokov\nabokev01,36,NYI,42,41,19,18,3,101,1172,1071,0.914,2.55,2,7.2,2378,23,0.561,8,100,0.33,0,0,0,6
62,2012,Michal Neuvirth\neuvimi01,23,WSH,38,30,13,13,5,95,976,881,0.903,2.82,3,4.7,2020,15,0.5,4,113,-10.61,0,1,1,2
63,2012,Antti Niemi\niemian02,28,SJS,68,68,34,22,9,159,1865,1706,0.915,2.42,6,11.6,3936,36,0.529,9,99,2.25,0,0,0,2
64,2012,Anders Nilsson\nilssan01,21,NYI,4,3,1,2,0,10,112,102,0.911,2.75,1,0.6,218,2,0.667,0,,,0,0,0,0
65,2012,Ondrej Pavelec\pavelon01,24,WPG,68,67,29,28,9,191,2036,1845,0.906,2.91,4,10.6,3932,35,0.522,12,108,-14.96,0,2,2,0
66,2012,Justin Peters\peterju01,25,CAR,7,6,2,3,2,16,233,217,0.931,2.48,1,1.9,387,5,0.833,0,,,0,0,0,0
67,2012,Kevin Poulin\poulike01,21,NYI,6,6,2,4,0,15,162,147,0.907,3.04,0,0.9,296,2,0.333,1,,,0,1,1,0
68,2012,Carey Price\priceca01,24,MTL,65,65,26,28,11,160,1914,1754,0.916,2.43,4,12.3,3944,35,0.538,8,97,5.49,0,2,2,6
69,2012,Jonathan Quick\quickjo01,26,LAK,69,68,35,21,13,133,1863,1730,0.929,1.95,10,14.7,4099,43,0.632,8,83,28.08,0,2,2,6
70,2012,Tuukka Rask\rasktu01,24,BOS,23,22,11,8,3,44,621,577,0.929,2.05,3,4.9,1289,13,0.591,4,82,9.69,0,0,0,2
71,2012,Andrew Raycroft\raycran01,31,DAL,10,8,2,8,0,31,303,272,0.898,3.51,0,1.3,529,3,0.375,2,,,0,0,0,0
72,2012,James Reimer\reimeja01,23,TOR,34,34,14,14,4,97,974,877,0.9,3.1,3,4.4,1879,13,0.382,9,115,-12.79,0,0,0,0
73,2012,Pekka Rinne\rinnepe01,29,NSH,73,72,43,18,8,166,2153,1987,0.923,2.39,5,15.5,4169,44,0.611,10,89,20.15,0,5,5,0
74,2012,Dwayne Roloson\rolosdw01,42,TBL,40,31,13,16,3,128,1126,998,0.886,3.66,1,3.2,2099,9,0.29,9,131,-30.64,0,0,0,6
75,2012,Jussi Rynnas\rynnaju01,24,TOR,2,1,0,1,0,7,40,33,0.825,4.25,0,-0.2,99,0,0,1,,,0,0,0,0
76,2012,Curtis Sanford\sanfocu01,32,CBJ,36,32,10,18,4,86,971,885,0.911,2.6,1,5.7,1983,18,0.563,6,102,-2.05,0,0,0,0
77,2012,Cory Schneider\schneco01,25,VAN,33,28,20,8,1,60,945,885,0.937,1.96,3,8.4,1833,20,0.714,2,73,21.71,0,2,2,0
78,2012,Ben Scrivens\scrivbe01,25,TOR,12,11,4,5,2,35,359,324,0.903,3.13,0,1.7,672,5,0.455,1,113,-3.96,0,0,0,4
79,2012,Mike Smith\smithmi01,29,PHX,67,67,38,18,10,144,2066,1922,0.93,2.21,8,16.7,3903,42,0.627,9,81,34.63,0,2,2,16
80,2012,Iiro Tarkki\tarkkii01,26,ANA,1,0,1,0,0,3,10,7,0.7,4.41,0,-0.2,41,0,,0,,,0,0,0,0
81,2012,Jose Theodore\theodjo01,35,FLA,53,51,22,16,11,125,1502,1377,0.917,2.46,3,9.7,3049,32,0.627,6,96,4.87,0,0,0,2
82,2012,Brad Thiessen\thiesbr01,25,PIT,5,4,3,1,0,16,113,97,0.858,3.72,0,-0.1,258,2,0.5,1,,,0,0,0,2
83,2012,Tim Thomas\thomati01,37,BOS,59,55,35,19,1,132,1659,1527,0.92,2.36,5,11.5,3352,30,0.545,3,92,11.44,0,1,1,0
84,2012,Dustin Tokarski\tokardu01,22,TBL,5,5,1,3,1,14,116,102,0.879,3.45,0,0.2,244,1,0.2,2,,,0,1,1,2
85,2012,Marty Turco\turcoma01,36,BOS,5,4,2,2,0,16,110,94,0.855,3.68,0,-0.1,261,1,0.25,2,,,0,0,0,2
86,2012,Semyon Varlamov\varlasi01,23,COL,53,52,26,24,3,136,1564,1428,0.913,2.59,4,9.4,3151,28,0.538,10,101,-0.77,0,1,1,2
87,2012,Tomas Vokoun\vokouto01,35,WSH,48,46,25,17,2,108,1299,1191,0.917,2.51,4,8.4,2583,23,0.5,8,96,4.31,0,2,2,4
88,2012,Cam Ward\wardca01,27,CAR,68,68,30,23,13,182,2143,1961,0.915,2.74,5,13.4,3988,38,0.559,10,98,3.29,1,0,1,4
89,2012,Allen York\yorkal01,22,CBJ,11,5,3,2,0,16,199,183,0.92,2.3,0,1.4,417,3,0.6,0,,,0,0,0,0
