Y,X,NHL Player,fWHR,Player Photo
0.832614736,0,Aaron Dell,2.225352113,"<a href=""http://www.espn.com/nhl/player/_/id/2501176""><img src=""../NHL/images2501176.png""></a>"
0.743310658,40,Adam Erne,1.986666667,"<a href=""http://www.espn.com/nhl/player/_/id/3041991""><img src=""../NHL/images3041991.png""></a>"
0.700938603,0,Adam Clendening,1.873417722,"<a href=""http://www.espn.com/nhl/player/_/id/2563024""><img src=""../NHL/images2563024.png""></a>"
0.828117914,18,Adam Gaudette,2.213333333,"<a href=""http://www.espn.com/nhl/player/_/id/3942868""><img src=""../NHL/images3942868.png""></a>"
0.835990646,24,Adam Henrique,2.234375,"<a href=""http://www.espn.com/nhl/player/_/id/5074""><img src=""../NHL/images5074.png""></a>"
0.835600907,44,Adam Larsson,2.233333333,"<a href=""http://www.espn.com/nhl/player/_/id/2562610""><img src=""../NHL/images2562610.png""></a>"
0.775810324,33,Adam Lowry,2.073529412,"<a href=""http://www.espn.com/nhl/player/_/id/2563066""><img src=""../NHL/images2563066.png""></a>"
0.789221939,42,Adam McQuaid,2.109375,"<a href=""http://www.espn.com/nhl/player/_/id/3205""><img src=""../NHL/images3205.png""></a>"
0.836334534,24,Adam Pelech,2.235294118,"<a href=""http://www.espn.com/nhl/player/_/id/3069621""><img src=""../NHL/images3069621.png""></a>"
0.807094266,50,Adrian Kempe,2.157142857,"<a href=""http://www.espn.com/nhl/player/_/id/3114802""><img src=""../NHL/images3114802.png""></a>"
0.7696793,6,Alan Quine,2.057142857,"<a href=""http://www.espn.com/nhl/player/_/id/2563088""><img src=""../NHL/images2563088.png""></a>"
0.779051347,8,Alec Martinez,2.082191781,"<a href=""http://www.espn.com/nhl/player/_/id/3927""><img src=""../NHL/images3927.png""></a>"
0.798860085,8,Aleksander Barkov,2.135135135,"<a href=""http://www.espn.com/nhl/player/_/id/3041970""><img src=""../NHL/images3041970.png""></a>"
0.827345023,22,Alex Iafallo,2.211267606,"<a href=""http://www.espn.com/nhl/player/_/id/3652598""><img src=""../NHL/images3652598.png""></a>"
0.736787023,45,Alex Killorn,1.969230769,"<a href=""http://www.espn.com/nhl/player/_/id/4968""><img src=""../NHL/images4968.png""></a>"
0.763888889,22,Alex Biega,2.041666667,"<a href=""http://www.espn.com/nhl/player/_/id/5462""><img src=""../NHL/images5462.png""></a>"
0.813151927,32,Alex Chiasson,2.173333333,"<a href=""http://www.espn.com/nhl/player/_/id/2590705""><img src=""../NHL/images2590705.png""></a>"
0.920040147,15,Alex DeBrincat,2.459016393,"<a href=""http://www.espn.com/nhl/player/_/id/4063433""><img src=""../NHL/images4063433.png""></a>"
0.90520079,34,Alex Galchenyuk,2.419354839,"<a href=""http://www.espn.com/nhl/player/_/id/2966502""><img src=""../NHL/images2966502.png""></a>"
0.758411473,16,Alex Goligoski,2.027027027,"<a href=""http://www.espn.com/nhl/player/_/id/3757""><img src=""../NHL/images3757.png""></a>"
0.784801726,40,Alex Ovechkin,2.097560976,"<a href=""http://www.espn.com/nhl/player/_/id/3101""><img src=""../NHL/images3101.png""></a>"
0.794348509,26,Alex Petrovic,2.123076923,"<a href=""http://www.espn.com/nhl/player/_/id/5620""><img src=""../NHL/images5620.png""></a>"
0.732709751,22,Alex Pietrangelo,1.958333333,"<a href=""http://www.espn.com/nhl/player/_/id/4013""><img src=""../NHL/images4013.png""></a>"
0.852841136,4,Alex Stalock,2.279411765,"<a href=""http://www.espn.com/nhl/player/_/id/5223""><img src=""../NHL/images5223.png""></a>"
0.800996455,8,Alex Tuch,2.14084507,"<a href=""http://www.espn.com/nhl/player/_/id/3114766""><img src=""../NHL/images3114766.png""></a>"
0.787981859,2,Alexandar Georgiev,2.106060606,"<a href=""http://www.espn.com/nhl/player/_/id/4239677""><img src=""../NHL/images4239677.png""></a>"
0.93266292,38,Alexander Kerfoot,2.492753623,"<a href=""http://www.espn.com/nhl/player/_/id/3069394""><img src=""../NHL/images3069394.png""></a>"
0.681994317,14,Alexander Steen,1.82278481,"<a href=""http://www.espn.com/nhl/player/_/id/3113""><img src=""../NHL/images3113.png""></a>"
0.772914429,12,Alexander Wennberg,2.065789474,"<a href=""http://www.espn.com/nhl/player/_/id/3042017""><img src=""../NHL/images3042017.png""></a>"
0.74829932,58,Anders Lee,2,"<a href=""http://www.espn.com/nhl/player/_/id/5793""><img src=""../NHL/images5793.png""></a>"
0.701530612,0,Anders Nilsson,1.875,"<a href=""http://www.espn.com/nhl/player/_/id/5514""><img src=""../NHL/images5514.png""></a>"
0.817221625,14,Andre Burakovsky,2.184210526,"<a href=""http://www.espn.com/nhl/player/_/id/3042044""><img src=""../NHL/images3042044.png""></a>"
0.763675333,38,Andreas Athanasiou,2.04109589,"<a href=""http://www.espn.com/nhl/player/_/id/3068035""><img src=""../NHL/images3068035.png""></a>"
0.900297619,32,Andreas Johnsson,2.40625,"<a href=""http://www.espn.com/nhl/player/_/id/3042262""><img src=""../NHL/images3042262.png""></a>"
0.785714286,6,Andrei Vasilevskiy,2.1,"<a href=""http://www.espn.com/nhl/player/_/id/2976847""><img src=""../NHL/images2976847.png""></a>"
0.81432573,62,Andrei Svechnikov,2.176470588,"<a href=""http://www.espn.com/nhl/player/_/id/4352683""><img src=""../NHL/images4352683.png""></a>"
0.764566696,6,Andrej Sekera,2.043478261,"<a href=""http://www.espn.com/nhl/player/_/id/3452""><img src=""../NHL/images3452.png""></a>"
0.655976676,22,Andrew Cogliano,1.753246753,"<a href=""http://www.espn.com/nhl/player/_/id/3655""><img src=""../NHL/images3655.png""></a>"
0.7696793,6,Andrew Copp,2.057142857,"<a href=""http://www.espn.com/nhl/player/_/id/3042114""><img src=""../NHL/images3042114.png""></a>"
0.727220466,16,Andrew Ladd,1.943661972,"<a href=""http://www.espn.com/nhl/player/_/id/3191""><img src=""../NHL/images3191.png""></a>"
0.781805259,18,Andrew MacDonald,2.089552239,"<a href=""http://www.espn.com/nhl/player/_/id/3574""><img src=""../NHL/images3574.png""></a>"
0.78859236,71,Andrew Shaw,2.107692308,"<a href=""http://www.espn.com/nhl/player/_/id/2564334""><img src=""../NHL/images2564334.png""></a>"
0.737759893,16,Andy Greene,1.971830986,"<a href=""http://www.espn.com/nhl/player/_/id/3313""><img src=""../NHL/images3313.png""></a>"
0.713838167,34,Anthony Cirelli,1.907894737,"<a href=""http://www.espn.com/nhl/player/_/id/3941973""><img src=""../NHL/images3941973.png""></a>"
0.753495843,8,Anthony Beauvillier,2.013888889,"<a href=""http://www.espn.com/nhl/player/_/id/3904107""><img src=""../NHL/images3904107.png""></a>"
0.809726876,12,Anthony Bitetto,2.164179104,"<a href=""http://www.espn.com/nhl/player/_/id/3067505""><img src=""../NHL/images3067505.png""></a>"
0.768523626,14,Anthony Duclair,2.054054054,"<a href=""http://www.espn.com/nhl/player/_/id/3042086""><img src=""../NHL/images3042086.png""></a>"
0.800914116,30,Anthony Mantha,2.140625,"<a href=""http://www.espn.com/nhl/player/_/id/3042037""><img src=""../NHL/images3042037.png""></a>"
0.721950752,0,Anthony Stolarz,1.929577465,"<a href=""http://www.espn.com/nhl/player/_/id/3067313""><img src=""../NHL/images3067313.png""></a>"
0.910244695,118,Antoine Roussel,2.432835821,"<a href=""http://www.espn.com/nhl/player/_/id/2524606""><img src=""../NHL/images2524606.png""></a>"
0.727220466,8,Anton Stralman,1.943661972,"<a href=""http://www.espn.com/nhl/player/_/id/3668""><img src=""../NHL/images3668.png""></a>"
0.855199223,2,Anton Khudobin,2.285714286,"<a href=""http://www.espn.com/nhl/player/_/id/3760""><img src=""../NHL/images3760.png""></a>"
0.89569161,4,Antti Suomela,2.393939394,"<a href=""http://www.espn.com/nhl/player/_/id/4348823""><img src=""../NHL/images4348823.png""></a>"
0.926465824,0,Antti Niemi,2.476190476,"<a href=""http://www.espn.com/nhl/player/_/id/3937""><img src=""../NHL/images3937.png""></a>"
0.69286974,0,Antti Raanta,1.851851852,"<a href=""http://www.espn.com/nhl/player/_/id/3037703""><img src=""../NHL/images3037703.png""></a>"
0.713838167,30,Anze Kopitar,1.907894737,"<a href=""http://www.espn.com/nhl/player/_/id/3183""><img src=""../NHL/images3183.png""></a>"
0.762689691,23,Artemi Panarin,2.038461538,"<a href=""http://www.espn.com/nhl/player/_/id/3891952""><img src=""../NHL/images3891952.png""></a>"
0.856748497,32,Artturi Lehkonen,2.289855072,"<a href=""http://www.espn.com/nhl/player/_/id/3042050""><img src=""../NHL/images3042050.png""></a>"
0.847338936,16,Austin Wagner,2.264705882,"<a href=""http://www.espn.com/nhl/player/_/id/3942922""><img src=""../NHL/images3942922.png""></a>"
0.86707699,8,Austin Czarnik,2.317460317,"<a href=""http://www.espn.com/nhl/player/_/id/3024816""><img src=""../NHL/images3024816.png""></a>"
0.753721779,39,Austin Watson,2.014492754,"<a href=""http://www.espn.com/nhl/player/_/id/5556""><img src=""../NHL/images5556.png""></a>"
0.817373103,12,Auston Matthews,2.184615385,"<a href=""http://www.espn.com/nhl/player/_/id/4024123""><img src=""../NHL/images4024123.png""></a>"
0.791059281,76,Barclay Goodrow,2.114285714,"<a href=""http://www.espn.com/nhl/player/_/id/3069411""><img src=""../NHL/images3069411.png""></a>"
0.732031943,2,Ben Bishop,1.956521739,"<a href=""http://www.espn.com/nhl/player/_/id/3866""><img src=""../NHL/images3866.png""></a>"
0.819827931,62,Ben Chiarot,2.191176471,"<a href=""http://www.espn.com/nhl/player/_/id/5246""><img src=""../NHL/images5246.png""></a>"
0.868788193,56,Ben Harpur,2.322033898,"<a href=""http://www.espn.com/nhl/player/_/id/3042120""><img src=""../NHL/images3042120.png""></a>"
0.851909995,43,Ben Hutton,2.276923077,"<a href=""http://www.espn.com/nhl/player/_/id/3571762""><img src=""../NHL/images3571762.png""></a>"
0.702794631,37,Ben Lovejoy,1.878378378,"<a href=""http://www.espn.com/nhl/player/_/id/3993""><img src=""../NHL/images3993.png""></a>"
0.722672631,71,Blake Coleman,1.931506849,"<a href=""http://www.espn.com/nhl/player/_/id/2563026""><img src=""../NHL/images2563026.png""></a>"
0.807946367,42,Blake Comeau,2.15942029,"<a href=""http://www.espn.com/nhl/player/_/id/3257""><img src=""../NHL/images3257.png""></a>"
0.738945578,33,Bo Horvat,1.975,"<a href=""http://www.espn.com/nhl/player/_/id/3042002""><img src=""../NHL/images3042002.png""></a>"
0.798558229,35,Bobby Ryan,2.134328358,"<a href=""http://www.espn.com/nhl/player/_/id/3264""><img src=""../NHL/images3264.png""></a>"
0.780834073,12,Bogdan Kiselevich,2.086956522,"<a href=""http://www.espn.com/nhl/player/_/id/4294798""><img src=""../NHL/images4294798.png""></a>"
0.763467549,8,Boo Nieves,2.040540541,"<a href=""http://www.espn.com/nhl/player/_/id/3069401""><img src=""../NHL/images3069401.png""></a>"
0.75297619,42,Boone Jenner,2.0125,"<a href=""http://www.espn.com/nhl/player/_/id/2563054""><img src=""../NHL/images2563054.png""></a>"
0.742714996,8,Brad Hunt,1.985074627,"<a href=""http://www.espn.com/nhl/player/_/id/2334821""><img src=""../NHL/images2334821.png""></a>"
0.781805259,4,Brad Malone,2.089552239,"<a href=""http://www.espn.com/nhl/player/_/id/2304641""><img src=""../NHL/images2304641.png""></a>"
0.689990282,96,Brad Marchand,1.844155844,"<a href=""http://www.espn.com/nhl/player/_/id/3852""><img src=""../NHL/images3852.png""></a>"
0.792316927,22,Brad Richardson,2.117647059,"<a href=""http://www.espn.com/nhl/player/_/id/3154""><img src=""../NHL/images3154.png""></a>"
0.798185941,2,Braden Holtby,2.133333333,"<a href=""http://www.espn.com/nhl/player/_/id/5075""><img src=""../NHL/images5075.png""></a>"
0.797819128,44,Brady Skjei,2.132352941,"<a href=""http://www.espn.com/nhl/player/_/id/2976856""><img src=""../NHL/images2976856.png""></a>"
0.830144558,47,Brandon Carlo,2.21875,"<a href=""http://www.espn.com/nhl/player/_/id/3904175""><img src=""../NHL/images3904175.png""></a>"
0.767486482,36,Brandon Dubinsky,2.051282051,"<a href=""http://www.espn.com/nhl/player/_/id/3323""><img src=""../NHL/images3323.png""></a>"
0.789871504,6,Brandon Pirri,2.111111111,"<a href=""http://www.espn.com/nhl/player/_/id/5525""><img src=""../NHL/images5525.png""></a>"
0.79167899,12,Brandon Saad,2.115942029,"<a href=""http://www.espn.com/nhl/player/_/id/2563065""><img src=""../NHL/images2563065.png""></a>"
0.846153846,6,Brandon Sutter,2.261538462,"<a href=""http://www.espn.com/nhl/player/_/id/3791""><img src=""../NHL/images3791.png""></a>"
0.802523908,41,Brandon Tanev,2.144927536,"<a href=""http://www.espn.com/nhl/player/_/id/3096236""><img src=""../NHL/images3096236.png""></a>"
0.780834073,28,Brayden Point,2.086956522,"<a href=""http://www.espn.com/nhl/player/_/id/3151187""><img src=""../NHL/images3151187.png""></a>"
0.780369291,40,Brayden Schenn,2.085714286,"<a href=""http://www.espn.com/nhl/player/_/id/5219""><img src=""../NHL/images5219.png""></a>"
0.742797119,34,Braydon Coburn,1.985294118,"<a href=""http://www.espn.com/nhl/player/_/id/2410""><img src=""../NHL/images2410.png""></a>"
0.763265306,24,Brendan Leipsic,2.04,"<a href=""http://www.espn.com/nhl/player/_/id/3067485""><img src=""../NHL/images3067485.png""></a>"
0.823129252,49,Brendan Gallagher,2.2,"<a href=""http://www.espn.com/nhl/player/_/id/5614""><img src=""../NHL/images5614.png""></a>"
0.844854071,28,Brendan Perlini,2.258064516,"<a href=""http://www.espn.com/nhl/player/_/id/3114744""><img src=""../NHL/images3114744.png""></a>"
0.703401361,61,Brenden Dillon,1.88,"<a href=""http://www.espn.com/nhl/player/_/id/2554903""><img src=""../NHL/images2554903.png""></a>"
0.763068385,34,Brent Burns,2.039473684,"<a href=""http://www.espn.com/nhl/player/_/id/2300""><img src=""../NHL/images2300.png""></a>"
0.743310658,41,Brent Seabrook,1.986666667,"<a href=""http://www.espn.com/nhl/player/_/id/2389""><img src=""../NHL/images2389.png""></a>"
0.757314974,31,Brett Seney,2.024096386,"<a href=""http://www.espn.com/nhl/player/_/id/3942746""><img src=""../NHL/images3942746.png""></a>"
0.757892901,24,Brett Connolly,2.025641026,"<a href=""http://www.espn.com/nhl/player/_/id/5479""><img src=""../NHL/images5479.png""></a>"
0.790457028,14,Brett Howden,2.112676056,"<a href=""http://www.espn.com/nhl/player/_/id/4024989""><img src=""../NHL/images4024989.png""></a>"
0.815311199,31,Brett Kulak,2.179104478,"<a href=""http://www.espn.com/nhl/player/_/id/3068665""><img src=""../NHL/images3068665.png""></a>"
0.775024295,24,Brett Pesce,2.071428571,"<a href=""http://www.espn.com/nhl/player/_/id/3025535""><img src=""../NHL/images3025535.png""></a>"
0.765837585,57,Brett Ritchie,2.046875,"<a href=""http://www.espn.com/nhl/player/_/id/2563074""><img src=""../NHL/images2563074.png""></a>"
0.721187026,38,Brian Boyle,1.927536232,"<a href=""http://www.espn.com/nhl/player/_/id/3648""><img src=""../NHL/images3648.png""></a>"
0.828036132,20,Brian Dumoulin,2.213114754,"<a href=""http://www.espn.com/nhl/player/_/id/5738""><img src=""../NHL/images5738.png""></a>"
0.753644315,2,Brian Elliott,2.014285714,"<a href=""http://www.espn.com/nhl/player/_/id/2865""><img src=""../NHL/images2865.png""></a>"
0.722316704,20,Brian Gibbons,1.930555556,"<a href=""http://www.espn.com/nhl/player/_/id/2304504""><img src=""../NHL/images2304504.png""></a>"
0.807094266,22,Brock Boeser,2.157142857,"<a href=""http://www.espn.com/nhl/player/_/id/3899979""><img src=""../NHL/images3899979.png""></a>"
0.742714996,20,Brock McGinn,1.985074627,"<a href=""http://www.espn.com/nhl/player/_/id/3067868""><img src=""../NHL/images3067868.png""></a>"
0.711923658,28,Brock Nelson,1.902777778,"<a href=""http://www.espn.com/nhl/player/_/id/5798""><img src=""../NHL/images5798.png""></a>"
0.753158406,32,Brooks Orpik,2.012987013,"<a href=""http://www.espn.com/nhl/player/_/id/1202""><img src=""../NHL/images1202.png""></a>"
0.769989155,26,Bryan Little,2.057971014,"<a href=""http://www.espn.com/nhl/player/_/id/3508""><img src=""../NHL/images3508.png""></a>"
0.903119869,24,Bryan Rust,2.413793103,"<a href=""http://www.espn.com/nhl/player/_/id/2591155""><img src=""../NHL/images2591155.png""></a>"
0.685131195,44,Cal Clutterbuck,1.831168831,"<a href=""http://www.espn.com/nhl/player/_/id/3689""><img src=""../NHL/images3689.png""></a>"
0.789302022,12,Calle Jarnkrok,2.109589041,"<a href=""http://www.espn.com/nhl/player/_/id/2555316""><img src=""../NHL/images2555316.png""></a>"
0.769378174,0,Calle Rosen,2.056338028,"<a href=""http://www.espn.com/nhl/player/_/id/4220707""><img src=""../NHL/images4220707.png""></a>"
0.827664399,20,Calvin de Haan,2.212121212,"<a href=""http://www.espn.com/nhl/player/_/id/5266""><img src=""../NHL/images5266.png""></a>"
0.814928711,20,Cam Atkinson,2.178082192,"<a href=""http://www.espn.com/nhl/player/_/id/2501107""><img src=""../NHL/images2501107.png""></a>"
0.87502743,20,Cam Fowler,2.338709677,"<a href=""http://www.espn.com/nhl/player/_/id/5495""><img src=""../NHL/images5495.png""></a>"
0.70861678,0,Cam Talbot,1.893939394,"<a href=""http://www.espn.com/nhl/player/_/id/5734""><img src=""../NHL/images5734.png""></a>"
0.758017493,4,Cam Ward,2.025974026,"<a href=""http://www.espn.com/nhl/player/_/id/1671""><img src=""../NHL/images1671.png""></a>"
0.853528912,7,Cameron Gaunce,2.28125,"<a href=""http://www.espn.com/nhl/player/_/id/5131""><img src=""../NHL/images5131.png""></a>"
0.74829932,2,Carey Price,2,"<a href=""http://www.espn.com/nhl/player/_/id/3231""><img src=""../NHL/images3231.png""></a>"
0.75898931,6,Carl Gunnarsson,2.028571429,"<a href=""http://www.espn.com/nhl/player/_/id/4960""><img src=""../NHL/images4960.png""></a>"
0.74829932,30,Carl Hagelin,2,"<a href=""http://www.espn.com/nhl/player/_/id/2300267""><img src=""../NHL/images2300267.png""></a>"
0.801749271,26,Carl Soderberg,2.142857143,"<a href=""http://www.espn.com/nhl/player/_/id/3387""><img src=""../NHL/images3387.png""></a>"
0.80026455,0,Carter Hart,2.138888889,"<a href=""http://www.espn.com/nhl/player/_/id/4064582""><img src=""../NHL/images4064582.png""></a>"
0.728607232,2,Carter Hutton,1.947368421,"<a href=""http://www.espn.com/nhl/player/_/id/5420""><img src=""../NHL/images5420.png""></a>"
0.792606516,12,Carter Rowney,2.118421053,"<a href=""http://www.espn.com/nhl/player/_/id/2501172""><img src=""../NHL/images2501172.png""></a>"
0.769378174,36,Casey Cizikas,2.056338028,"<a href=""http://www.espn.com/nhl/player/_/id/5262""><img src=""../NHL/images5262.png""></a>"
0.775411614,2,Casey DeSmith,2.072463768,"<a href=""http://www.espn.com/nhl/player/_/id/3025540""><img src=""../NHL/images3025540.png""></a>"
0.921413341,10,Casey Mittelstadt,2.462686567,"<a href=""http://www.espn.com/nhl/player/_/id/4233575""><img src=""../NHL/images4233575.png""></a>"
0.703221047,13,Casey Nelson,1.879518072,"<a href=""http://www.espn.com/nhl/player/_/id/3096177""><img src=""../NHL/images3096177.png""></a>"
0.712906784,80,Cedric Paquette,1.905405405,"<a href=""http://www.espn.com/nhl/player/_/id/3067906""><img src=""../NHL/images3067906.png""></a>"
0.675413022,0,Chad Johnson,1.805194805,"<a href=""http://www.espn.com/nhl/player/_/id/5178""><img src=""../NHL/images5178.png""></a>"
0.818791285,4,Chad Ruhwedel,2.188405797,"<a href=""http://www.espn.com/nhl/player/_/id/3024837""><img src=""../NHL/images3024837.png""></a>"
0.726290516,0,Chandler Stephenson,1.941176471,"<a href=""http://www.espn.com/nhl/player/_/id/3067858""><img src=""../NHL/images3067858.png""></a>"
0.775024295,16,Charles Hudon,2.071428571,"<a href=""http://www.espn.com/nhl/player/_/id/3031654""><img src=""../NHL/images3031654.png""></a>"
0.726290516,20,Charlie Coyle,1.941176471,"<a href=""http://www.espn.com/nhl/player/_/id/2555315""><img src=""../NHL/images2555315.png""></a>"
0.799552698,0,Charlie Lindgren,2.136986301,"<a href=""http://www.espn.com/nhl/player/_/id/3095975""><img src=""../NHL/images3095975.png""></a>"
0.83788445,45,Charlie McAvoy,2.23943662,"<a href=""http://www.espn.com/nhl/player/_/id/3988803""><img src=""../NHL/images3988803.png""></a>"
0.810657596,57,Chris Kreider,2.166666667,"<a href=""http://www.espn.com/nhl/player/_/id/5833""><img src=""../NHL/images5833.png""></a>"
0.787172012,23,Chris Kunitz,2.103896104,"<a href=""http://www.espn.com/nhl/player/_/id/2179""><img src=""../NHL/images2179.png""></a>"
0.653577887,0,Chris Thorburn,1.746835443,"<a href=""http://www.espn.com/nhl/player/_/id/2194""><img src=""../NHL/images2194.png""></a>"
0.878438332,26,Chris Tierney,2.347826087,"<a href=""http://www.espn.com/nhl/player/_/id/3067870""><img src=""../NHL/images3067870.png""></a>"
0.785187314,51,Chris Wagner,2.098591549,"<a href=""http://www.espn.com/nhl/player/_/id/2590833""><img src=""../NHL/images2590833.png""></a>"
0.857426304,4,Christian Djoos,2.291666667,"<a href=""http://www.espn.com/nhl/player/_/id/3069440""><img src=""../NHL/images3069440.png""></a>"
0.830304725,2,Christian Dvorak,2.219178082,"<a href=""http://www.espn.com/nhl/player/_/id/3115035""><img src=""../NHL/images3115035.png""></a>"
0.858963304,27,Christian Fischer,2.295774648,"<a href=""http://www.espn.com/nhl/player/_/id/3904170""><img src=""../NHL/images3904170.png""></a>"
0.758411473,27,Christian Folin,2.027027027,"<a href=""http://www.espn.com/nhl/player/_/id/3024855""><img src=""../NHL/images3024855.png""></a>"
0.890022676,27,Christian Jaros,2.378787879,"<a href=""http://www.espn.com/nhl/player/_/id/3942086""><img src=""../NHL/images3942086.png""></a>"
0.713378685,24,Claude Giroux,1.906666667,"<a href=""http://www.espn.com/nhl/player/_/id/3775""><img src=""../NHL/images3775.png""></a>"
0.876579203,24,Clayton Keller,2.342857143,"<a href=""http://www.espn.com/nhl/player/_/id/4024857""><img src=""../NHL/images4024857.png""></a>"
0.797819128,18,Cody Ceci,2.132352941,"<a href=""http://www.espn.com/nhl/player/_/id/2976843""><img src=""../NHL/images2976843.png""></a>"
0.758411473,16,Cody Eakin,2.027027027,"<a href=""http://www.espn.com/nhl/player/_/id/5237""><img src=""../NHL/images5237.png""></a>"
0.737906274,67,Cody McLeod,1.972222222,"<a href=""http://www.espn.com/nhl/player/_/id/3530""><img src=""../NHL/images3530.png""></a>"
0.840303334,16,Colby Cave,2.245901639,"<a href=""http://www.espn.com/nhl/player/_/id/3069528""><img src=""../NHL/images3069528.png""></a>"
0.753569033,44,Colin Miller,2.014084507,"<a href=""http://www.espn.com/nhl/player/_/id/2590796""><img src=""../NHL/images2590796.png""></a>"
0.844671202,24,Colin White,2.257575758,"<a href=""http://www.espn.com/nhl/player/_/id/3900259""><img src=""../NHL/images3900259.png""></a>"
0.808823529,8,Colin Wilson,2.161764706,"<a href=""http://www.espn.com/nhl/player/_/id/5366""><img src=""../NHL/images5366.png""></a>"
0.839002268,15,Colton Parayko,2.242424242,"<a href=""http://www.espn.com/nhl/player/_/id/3069341""><img src=""../NHL/images3069341.png""></a>"
0.709426628,15,Colton Sceviour,1.896103896,"<a href=""http://www.espn.com/nhl/player/_/id/4985""><img src=""../NHL/images4985.png""></a>"
0.804142553,23,Colton Sissons,2.149253731,"<a href=""http://www.espn.com/nhl/player/_/id/2993474""><img src=""../NHL/images2993474.png""></a>"
0.774281935,19,Connor Carrick,2.069444444,"<a href=""http://www.espn.com/nhl/player/_/id/3067849""><img src=""../NHL/images3067849.png""></a>"
0.871067177,9,Connor Brickley,2.328125,"<a href=""http://www.espn.com/nhl/player/_/id/2590377""><img src=""../NHL/images2590377.png""></a>"
0.780369291,16,Connor Brown,2.085714286,"<a href=""http://www.espn.com/nhl/player/_/id/3067951""><img src=""../NHL/images3067951.png""></a>"
0.826479846,15,Connor Clifton,2.208955224,"<a href=""http://www.espn.com/nhl/player/_/id/3042191""><img src=""../NHL/images3042191.png""></a>"
0.743173982,4,Connor Hellebuyck,1.98630137,"<a href=""http://www.espn.com/nhl/player/_/id/3020225""><img src=""../NHL/images3020225.png""></a>"
0.787981859,20,Connor McDavid,2.106060606,"<a href=""http://www.espn.com/nhl/player/_/id/3895074""><img src=""../NHL/images3895074.png""></a>"
0.832614736,40,Connor Murphy,2.225352113,"<a href=""http://www.espn.com/nhl/player/_/id/2562618""><img src=""../NHL/images2562618.png""></a>"
0.843232816,12,Conor Sheary,2.253731343,"<a href=""http://www.espn.com/nhl/player/_/id/3149827""><img src=""../NHL/images3149827.png""></a>"
0.817784257,0,Corey Crawford,2.185714286,"<a href=""http://www.espn.com/nhl/player/_/id/2339""><img src=""../NHL/images2339.png""></a>"
0.759144237,27,Corey Perry,2.028985507,"<a href=""http://www.espn.com/nhl/player/_/id/2273""><img src=""../NHL/images2273.png""></a>"
0.846153846,0,Cory Schneider,2.261538462,"<a href=""http://www.espn.com/nhl/player/_/id/3750""><img src=""../NHL/images3750.png""></a>"
0.703401361,0,Craig Anderson,1.88,"<a href=""http://www.espn.com/nhl/player/_/id/1929""><img src=""../NHL/images1929.png""></a>"
0.786256532,20,Craig Smith,2.101449275,"<a href=""http://www.espn.com/nhl/player/_/id/2570752""><img src=""../NHL/images2570752.png""></a>"
0.824213743,0,Curtis Lazar,2.202898551,"<a href=""http://www.espn.com/nhl/player/_/id/3042023""><img src=""../NHL/images3042023.png""></a>"
